timestamp,rtt
1690783277,33.009666
1690783514,33.004042
1690783760,33.165458
1690784006,33.105333
1690784232,33.191042
1690784477,33.090292
1690784714,33.113875
1690784955,33.095459
1690785203,33.106542
1690785432,32.942833
1690785676,32.920791
1690785915,32.996375
1690786155,33.080917
1690786392,33.187666
1690786647,33.172917
1690786874,33.343208
1690787125,33.155167
1690787359,32.899291
1690787594,33.177167
1690787844,32.999875
1690788076,33.379875
1690788325,33.079291
1690788567,33.103583
1690788801,33.13175
1690789043,33.068167
1690789277,33.228833
1690789522,33.0375
1690789764,33.024041
1690790003,33.063083
1690790245,33.061625
1690790481,33.195709
1690790716,33.094625
1690790966,33.187333
1690791196,33.050125
1690791442,32.99175
1690791678,32.9265
1690791924,33.121333
1690792154,33.119458
1690792399,33.183958
1690792635,33.106625
1690792884,33.396209
1690793125,33.178958
1690793357,33.163916
1690793606,33.120208
1690793843,33.014834
1690794078,33.18675
1690794325,33.243084
1690794559,33.118167
1690794796,32.977125
1690795042,33.083209
1690795275,33.069333
1690795518,33.337875
1690795763,33.07825
1690796002,33.262625
1690796235,33.050166
1690796483,33.042834
1690796722,33.163375
1690796961,33.060375
1690797206,33.062417
1690797433,33.202667
1690797674,33.149375
1690797921,33.11575
1690798162,33.072625
1690798401,33.136666
1690798637,33.368292
1690798875,33.052666
1690799117,33.220666
1690799362,33.159708
1690799601,33.226292
1690799837,33.238042
1690800086,33.072708
1690800319,33.227125
1690800552,32.995167
1690800799,33.176625
1690801039,33.20525
1690801280,33.140458
1690801526,33.15275
1690801756,33.108458
1690802004,33.240542
1690802233,33.143375
1690802487,33.076709
1690802723,33.223125
1690802960,33.0775
1690803193,33.215458
1690803445,33.161875
1690803681,33.119125
1690803915,33.2375
1690804161,33.175542
1690804406,33.19725
1690804633,33.167416
1690804879,33.242625
1690805122,33.165458
1690805358,33.191084
1690805598,33.140458
1690805844,33.18075
1690806082,33.009875
1690806314,33.150375
1690806556,33.1505
1690806805,33.112167
1690807036,33.116875
1690807281,33.170959
1690807527,33.218042
1690807759,33.215
1690807992,33.087125
1690808246,33.102209
1690808480,33.046917
1690808718,33.129792
1690808964,33.326
1690809202,33.204
1690809441,33.178166
1690809682,33.089958
1690809921,33.21
1690810155,33.179291
1690810398,33.155625
1690810639,33.118458
1690810887,33.1125
1690811122,33.050667
1690811363,33.161417
1690811605,33.293
1690811837,33.094542
1690812084,33.21775
1690812315,33.277
1690812554,33.077125
1690812794,33.159583
1690813042,33.1195
1690813273,33.315459
1690813523,33.165375
1690813757,33.150708
1690813997,33.20075
1690814232,33.253709
1690814480,33.049375
1690814714,33.141083
1690814954,33.059834
1690815205,33.153666
1690815444,33.140125
1690815683,33.281375
1690815918,33.135125
1690816164,33.371667
1690816397,33.228084
1690816645,33.068875
1690816877,33.05025
1690817123,32.929709
1690817354,33.146666
1690817601,33.091667
1690817837,33.192792
1690818079,33.120416
1690818321,33.07825
1690818560,33.19725
1690818798,33.178833
1690819039,33.3395
1690819276,33.257125
1690819520,33.080333
1690819754,33.325875
1690820002,33.2685
1690820232,33.258917
1690820478,33.128125
1690820712,33.385333
1690820953,33.256958
1690821205,33.085875
1690821444,33.129417
1690821680,33.157542
1690821927,33.085291
1690822160,33.089
1690822407,33.036166
1690822644,33.142583
1690822872,44.5155625
1690823116,33.183
1690823363,33.212209
1690823604,33.276542
1690823833,33.422958
1690824083,33.190709
1690824324,33.117208
1690824559,33.187
1690824802,33.20425
1690825042,33.233
1690825285,33.1885
1690825525,33.381042
1690825757,33.092041
1690825999,33.054
1690826235,33.226958
1690826483,33.088625
1690826722,33.242166
1690826961,33.318625
1690827200,33.092083
1690827435,33.116917
1690827679,33.204333
1690827925,33.168375
1690828163,33.24075
1690828394,33.117917
1690828641,47.814917
1690828872,33.114958
1690829127,33.148917
1690829360,33.192542
1690829600,57.118709
1690829844,33.224459
1690830081,33.297
1690830321,33.285875
1690830566,33.177833
1690830807,33.2715
1690831032,33.263708
1690831284,33.191291
1690831517,53.5365
1690831757,33.276875
1690831995,33.183416
1690832235,33.1345
1690832481,33.122959
1690832714,33.1225
1690832953,33.424583
1690833203,33.264917
1690833447,33.220458
1690833685,59.644937999999996
1690833916,33.239875
1690834161,59.691583
1690834405,33.121208
1690834642,58.727084
1690834879,33.250542
1690835116,33.1315
1690835365,33.193333
1690835606,33.274625
1690835838,33.066292
1690836084,33.105083
1690836327,33.154625
1690836566,67.74225
1690836805,33.068958
1690837033,33.228917
1690837281,33.254334
1690837520,33.208375
1690837765,33.307208
1690837994,33.262875
1690838242,33.172833
1690838479,33.201125
1690838713,33.246208
1690838961,33.234333
1690839200,33.321083
1690839443,33.158583
1690839685,33.136584
1690839913,33.126625
1690840154,33.25175
1690840398,33.166042
1690840633,33.189209
1690840874,33.167208
1690841124,33.1405
1690841359,33.098041
1690841606,33.266916
1690841844,33.30525
1690842073,33.155167
1690842315,33.269459
1690842564,33.135708
1690842800,33.171458
1690843047,33.265
1690843273,33.163209
1690843526,33.199167
1690843756,33.261333
1690843995,33.137
1690844237,33.07375
1690844481,33.196458
1690844713,33.273959
1690844966,33.178875
1690845205,33.064917
1690845433,33.114292
1690845681,33.194125
1690845924,33.086292
1690846153,33.028667
1690846400,33.050625
1690846633,33.203542
1690846879,33.016084
1690847118,33.023625
1690847362,33.163917
1690847603,33.054375
1690847834,33.036917
1690848077,33.231792
1690848325,33.047666
1690848566,33.061959
1690848803,33.273875
1690849043,33.052709
1690849284,33.007583
1690849516,33.164125
1690849761,33.005667
1690849993,33.270958
