timestamp,rtt
1674824548,46.8430585
1674824785,46.752695
1674825024,46.815646
1674825275,46.731655
1674825505,46.677011
1674825749,59.291689
1674825992,47.0120285
1674826229,46.841431
1674826462,46.99931
1674826713,46.975981
1674826950,46.793162
1674827187,46.836545
1674827429,46.992191
1674827665,46.722337
1674827911,46.783982
1674828153,52.0014925
1674828393,46.908683
1674828628,46.701491
1674828866,46.976106
1674829114,46.856361
1674829349,46.948195999999996
1674829596,46.913772
1674829824,47.065371999999996
1674830066,46.922801
1674830305,47.027815
1674830550,46.8328495
1674830795,46.907379
1674831028,46.813686
1674831273,46.793996
1674831503,47.221165
1674831743,46.926216
1674831996,46.789815
1674832228,47.6618115
1674832467,46.913923
1674832704,47.14907
1674832945,46.919006
1674833192,46.957341
1674833433,46.718311
1674833670,46.947979000000004
1674833902,46.759433
1674834144,46.853851
1674834382,46.791641
1674834634,46.91547
1674834862,46.666842
1674835108,46.622118
1674835345,46.938446
1674835588,46.724158
1674835835,46.812165
1674836077,46.826916
1674836311,46.910406
1674836546,46.742371
1674836792,46.747196
1674837024,46.744276
1674837272,46.795196
1674837503,46.939936
1674837752,47.092881
1674837983,46.699081
1674838232,46.7173
1674838469,46.765121
1674838705,46.785975
1674838955,46.719026
1674839194,46.677238
1674839426,46.791796
1674839666,46.806041
1674839903,46.722853
1674840153,46.740481
1674840390,46.659751
1674840626,46.793191
1674840864,46.544506
1674841112,46.689622
1674841351,46.795197
1674841583,46.70485
1674841831,46.589256
1674842065,46.900731
1674842312,46.846377
1674842545,46.724451
1674842796,46.769846
1674843026,46.844701
1674843262,46.811825
1674843509,46.677675
1674843751,46.687176
1674843993,46.746796
1674844223,46.714122
1674844464,46.736851
1674844706,46.726161
1674844944,46.702921
1674845189,46.715421
1674845422,46.681316
1674845672,46.816381
1674845913,46.798156
1674846156,46.841065
1674846383,46.64123
1674846630,46.689091
1674846864,46.836751
1674847104,46.82633
1674847347,46.789221
1674847589,46.742071
1674847831,46.573063
1674848076,46.773756
1674848305,47.137823499999996
1674848545,46.980643
1674848787,46.970241
1674849027,46.58512
1674849266,46.896344
1674849511,47.212566
1674849749,47.742075
1674849990,51.651838
1674850229,48.488335
1674850463,46.948491
1674850710,49.4066055
1674850946,47.054533
1674851190,46.841386
1674851432,47.608121
1674851675,46.82836
1674851915,47.031146
1674852153,47.365166
1674852382,46.830441
1674852629,47.00224
1674852865,53.974742
1674853105,46.789356
1674853343,47.271532
1674853587,47.042081
1674853828,46.791391000000004
1674854071,54.43791
1674854305,59.699559
1674854555,46.941796
1674854795,46.782212
1674855025,46.893566
1674855273,49.534506
1674855511,48.568678500000004
1674855752,48.240095
1674855982,46.780675
1674856226,47.026006
1674856475,56.072556
1674856715,46.762367
1674856949,46.740061
1674857187,52.715729
1674857429,46.888767
1674857667,46.826903
1674857916,46.774471
1674858152,46.805151
1674858384,46.892633
1674858624,57.520046
1674858868,50.1076865
1674859115,46.940241
1674859348,48.832957
1674859595,46.794942
1674859834,46.955633
1674860069,46.852842
1674860304,46.947546
1674860542,56.544073999999995
1674860791,46.787746
1674861027,46.840160999999995
1674861269,46.837945
1674861503,46.835707
1674861756,46.7751085
1674861984,46.800673
1674862224,46.733081
1674862475,46.883881
1674862715,54.638964
1674862947,58.82616
1674863194,46.987941
1674863424,46.863065
1674863673,48.28136
1674863905,46.772791
1674864155,46.749125
1674864394,46.840249
1674864637,47.162155
1674864870,47.130891
1674865108,46.873352
1674865347,46.938066
1674865595,46.99259
1674865836,46.746511
1674866069,46.826675
1674866306,47.762175
1674866548,46.737886
1674866782,46.8042055
1674867035,46.948145
1674867266,46.849481
1674867506,46.899791
1674867745,46.78066
1674867993,46.911361
1674868229,53.674675
1674868470,47.073305
1674868708,46.876291
1674868953,54.621931
1674869190,59.986175
1674869428,48.4866035
1674869666,46.859462
1674869914,51.23093
1674870146,47.069501
1674870393,46.858589499999994
1674870630,46.866152
1674870870,56.588121
1674871105,60.775415
1674871343,51.353899999999996
1674871593,64.208637
1674871824,48.11946
1674872075,47.7849825
1674872305,66.01755299999999
1674872547,46.846187
1674872794,47.199936
1674873031,46.703977
1674873272,55.8308425
1674873502,46.857498
1674873743,46.818542
1674873982,46.865248
1674874227,52.698002
1674874468,67.731232
1674874708,47.145936
1674874948,51.2539155
1674875186,58.388827000000006
1674875434,47.2478115
1674875673,50.394469
1674875914,47.9505465
1674876145,52.721875
1674876392,73.7593875
1674876632,47.135506
1674876876,46.710081
1674877107,47.461165
1674877353,46.926136
1674877586,53.042265
1674877824,46.816016
1674878071,69.363287
1674878307,54.947174000000004
1674878545,49.0074325
1674878786,54.820029
