Target,Group ID,Probe ID,Probe AS,Country,City,Latitude,Longitude,Median RTT (ms),Neighbor AS,Path Stable,AS Path,Path Count,Path Percentage
Ubisoft AS49544,AS3320-1,31056,AS3320,DE,Unknown,48.3705,10.8995,29.565,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,31691,AS3320,DE,Unknown,51.3975,7.4415,12.513,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,31745,AS3320,DE,Unknown,51.3495,7.4595,16.546,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,31799,AS3320,DE,Unknown,50.6715,7.1515,13.745,AS3356,False,"[Private, AS3320, AS3356, AS49544]",668,99.40476190476193
Ubisoft AS49544,AS3320-1,31881,AS3320,DE,Unknown,51.1175,9.1315,18.525,AS2914,False,"[Private, AS3320, AS2914, AS49544]",670,99.70238095238096
Ubisoft AS49544,AS3320-1,31951,AS3320,DE,Unknown,50.4275,10.1695,24.3225,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,31966,AS3320,DE,Unknown,48.7805,9.2805,16.863500000000002,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,32273,AS3320,DE,Unknown,48.6185,9.0605,18.205,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,32290,AS3320,DE,Unknown,49.6775,8.6015,14.652,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,32347,AS3320,DE,Unknown,48.8505,8.5995,17.09,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,32378,AS3320,DE,Unknown,51.4715,6.9205,8.524,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,32700,AS3320,DE,Unknown,48.2175,11.2575,22.705,AS1299,True,"[Private, AS3320, AS1299, AS49544]",671,100.0
Ubisoft AS49544,AS3320-1,32757,AS3320,DE,Unknown,50.0005,8.5795,15.985,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,33426,AS3320,DE,Unknown,50.9105,6.9185,14.908,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,33875,AS3320,DE,Unknown,48.7895,9.2005,14.475,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,33935,AS3320,DE,Unknown,50.6695,9.7685,18.948500000000003,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,34005,AS3320,DE,Unknown,49.4495,10.9175,16.813,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,34205,AS3320,DE,Unknown,49.3995,10.6775,15.363,AS2914,True,"[Private, AS3320, AS2914, AS49544]",229,100.0
Ubisoft AS49544,AS3320-1,34422,AS3320,DE,Unknown,48.5985,8.8685,20.1855,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,34696,AS3320,DE,Unknown,50.0105,8.2615,14.9445,AS2914,False,"[Private, AS3320, AS2914, AS49544]",669,99.85074626865672
Ubisoft AS49544,AS3320-1,34752,AS3320,DE,Unknown,48.3585,10.9095,23.563,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,34753,AS3320,DE,Unknown,51.2885,6.9195,11.48,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,34933,AS3320,DE,Unknown,49.9785,8.1185,15.063,AS2914,True,"[CGNAT, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,35083,AS3320,DE,Unknown,51.0185,7.0915,12.031,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,382,AS3320,DE,Unknown,52.0685,8.3715,17.014,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,4180,AS3320,DE,Unknown,47.7275,10.3215,22.713,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,4260,AS3320,DE,Unknown,49.5075,8.5005,17.076,AS2914,False,"[Private, AS3320, AS2914, AS49544]",579,96.17940199335548
Ubisoft AS49544,AS3320-1,4435,AS3320,DE,Unknown,49.4895,8.4685,14.3915,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,46,AS3320,DE,Unknown,49.4905,10.9495,18.707,AS2914,True,"[Private, AS3320, AS2914, AS49544]",671,100.0
Ubisoft AS49544,AS3320-1,4740,AS3320,DE,Unknown,49.4275,11.5395,18.045,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50008,AS3320,DE,Unknown,48.2215,11.2575,31.626,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50033,AS3320,DE,Unknown,50.8285,8.2285,16.569499999999998,AS2914,False,"[Private, AS3320, AS2914, AS49544]",670,99.70238095238096
Ubisoft AS49544,AS3320-1,50048,AS3320,DE,Unknown,48.8715,8.8095,15.891,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,50445,AS3320,DE,Unknown,49.7895,9.9295,33.968,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50532,AS3320,DE,Unknown,50.3485,8.9685,21.852,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50626,AS3320,DE,Unknown,49.0105,8.4685,30.8765,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50659,AS3320,DE,Unknown,51.4515,7.2195,16.061500000000002,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50689,AS3320,DE,Unknown,48.5915,9.2415,17.655,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50715,AS3320,DE,Unknown,51.1895,6.4475,25.832,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,50955,AS3320,DE,Unknown,49.4495,8.8095,15.3155,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,51168,AS3320,DE,Unknown,51.4615,7.4405,38.107,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,51325,AS3320,DE,Unknown,48.1295,11.6385,23.335,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,52315,AS3320,DE,Unknown,48.5395,12.1475,24.188,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,52553,AS3320,DE,Unknown,48.7685,9.1495,13.416,AS2914,True,"[Private, AS3320, AS2914, AS49544]",163,100.0
Ubisoft AS49544,AS3320-1,52682,AS3320,DE,Unknown,48.1085,11.5715,17.9545,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,52701,AS3320,DE,Unknown,48.3875,9.9675,17.399,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,52712,AS3320,DE,Unknown,48.6485,9.3675,13.5475,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,52758,AS3320,DE,Unknown,48.2815,11.5695,17.4865,AS1299,False,"[Private, AS3320, AS1299, AS49544]",669,99.85074626865672
Ubisoft AS49544,AS3320-1,52779,AS3320,DE,Unknown,51.7215,8.7405,20.13,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,52995,AS3320,DE,Unknown,48.3995,9.0515,18.6655,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53179,AS3320,DE,Unknown,50.8515,9.7005,17.17,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53219,AS3320,DE,Unknown,48.6315,8.1075,33.022,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53265,AS3320,DE,Unknown,49.0095,8.4005,17.616,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53285,AS3320,DE,Unknown,50.6595,6.7915,15.6355,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53331,AS3320,DE,Unknown,48.1775,11.7985,17.8935,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53333,AS3320,DE,Unknown,50.0285,9.1685,17.2745,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53376,AS3320,DE,Unknown,51.3005,9.4905,18.8655,AS3356,True,"[CGNAT, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53485,AS3320,DE,Unknown,50.0395,10.5015,22.08,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53489,AS3320,DE,Unknown,48.6715,9.1215,13.721,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53744,AS3320,DE,Unknown,48.7495,9.4795,32.598,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,53806,AS3320,DE,Unknown,48.1405,11.5575,3108.244,AS1299,False,"[Private, AS3320, AS1299, AS49544]",668,99.40476190476193
Ubisoft AS49544,AS3320-1,54007,AS3320,DE,Unknown,51.7305,6.5275,17.429,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,54061,AS3320,DE,Unknown,50.1075,8.7005,10.204,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,54068,AS3320,DE,Unknown,48.4015,11.7205,27.023,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,54263,AS3320,DE,Unknown,48.0685,11.8805,28.988,AS1299,False,"[Private, AS3320, AS1299, AS49544]",619,92.11309523809524
Ubisoft AS49544,AS3320-1,54263,AS3320,DE,Unknown,48.0685,11.8805,28.988,AS1299,False,"[Private, AS3320, Private, AS3320, AS1299, AS49544]",44,6.547619047619048
Ubisoft AS49544,AS3320-1,54263,AS3320,DE,Unknown,48.0685,11.8805,28.988,AS1299,False,"[Private, AS3320, AS1299, AS3320, AS1299, AS49544]",6,0.8928571428571428
Ubisoft AS49544,AS3320-1,54378,AS3320,DE,Unknown,50.3615,7.5905,17.602,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,55024,AS3320,DE,Unknown,50.1195,8.8985,14.9225,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,55064,AS3320,DE,Unknown,48.7195,9.1305,28.8675,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,55834,AS3320,DE,Unknown,50.1495,8.4985,9.895,AS2914,True,"[Private, AS3320, Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,60111,AS3320,DE,Unknown,49.7375,8.0975,22.269,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,60470,AS3320,DE,Unknown,48.9475,9.1305,18.366,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,60970,AS3320,DE,Unknown,50.6975,7.1405,,AS3356,True,"[AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,61271,AS3320,DE,Unknown,49.4775,8.5405,16.652,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,61923,AS3320,DE,Unknown,50.6985,7.1785,16.79,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,62000,AS3320,DE,Unknown,50.7275,7.1475,35.364,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,62047,AS3320,DE,Unknown,49.3805,8.8395,34.743,AS2914,False,"[Private, AS3320, AS2914, AS49544]",669,99.55357142857144
Ubisoft AS49544,AS3320-1,62217,AS3320,DE,Unknown,49.1605,9.6075,17.1705,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,62568,AS3320,DE,Unknown,48.1215,11.6105,17.706,AS1299,True,"[Private, AS3320, AS1299, AS49544]",154,100.0
Ubisoft AS49544,AS3320-1,62648,AS3320,DE,Unknown,49.1115,10.7595,16.976,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,63066,AS3320,DE,Unknown,50.8605,6.1505,11.278,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,6724,AS3320,DE,Unknown,50.1095,8.6785,8.544,AS2914,True,"[AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,1004842,AS3320,DE,Unknown,52.5685,13.4195,23.882,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,1008250,AS3320,DE,Unknown,52.4875,13.3995,19.711,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,1009607,AS3320,DE,Unknown,52.5305,13.4075,34.7705,AS3356,False,"[Private, AS3320, AS3356, AS49544]",668,99.40476190476193
Ubisoft AS49544,AS3320-2,1009607,AS3320,DE,Unknown,52.5305,13.4075,34.7705,AS3356,False,"[Private, AS3356, AS49544]",2,0.2976190476190476
Ubisoft AS49544,AS3320-2,1010158,AS3320,DE,Unknown,52.4315,13.5395,25.084,AS3356,True,"[Private, AS3320, AS3356, AS49544]",668,100.0
Ubisoft AS49544,AS3320-2,10811,AS3320,DE,Unknown,52.5275,13.8675,20.259,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,12028,AS3320,DE,Unknown,52.5115,13.4485,26.968,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,12298,AS3320,DE,Unknown,52.5415,13.4015,22.4405,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,1350,AS3320,DE,Unknown,52.4575,13.5795,24.081,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,14596,AS3320,DE,Unknown,52.5305,13.3315,37.557,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,14694,AS3320,DE,Unknown,52.5895,13.4315,20.863,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,159,AS3320,DE,Unknown,52.4815,13.3295,21.3115,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,21469,AS3320,DE,Unknown,52.3915,13.0605,23.383,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,22054,AS3320,DE,Unknown,52.4295,13.3195,20.159,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,28487,AS3320,DE,Unknown,52.6205,13.2415,31.7335,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,28933,AS3320,DE,Unknown,52.5285,13.2185,21.157,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,30566,AS3320,DE,Unknown,52.5505,13.4305,24.225,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,30777,AS3320,DE,Unknown,52.5505,13.4505,24.301,AS3356,True,"[Private, AS3320, AS3356, AS49544]",673,100.0
Ubisoft AS49544,AS3320-2,32064,AS3320,DE,Unknown,53.0195,12.9705,21.463,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,32424,AS3320,DE,Unknown,52.4295,13.2985,19.994,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,32711,AS3320,DE,Unknown,52.4375,13.5375,24.696,AS3356,False,"[Private, AS3320, AS3356, AS49544]",666,99.10714285714286
Ubisoft AS49544,AS3320-2,34442,AS3320,DE,Unknown,52.5185,13.4295,21.883,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,34612,AS3320,DE,Unknown,52.3985,13.2075,20.672,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,35137,AS3320,DE,Unknown,52.5205,13.5485,18.068,AS3356,False,"[Private, AS3320, AS3356, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-2,51092,AS3320,DE,Unknown,52.4185,13.3615,20.147,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,51156,AS3320,DE,Unknown,52.4305,13.1895,22.849,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,51279,AS3320,DE,Unknown,52.4615,13.2605,17.944,AS3356,False,"[Private, AS3320, AS3356, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-2,560,AS3320,DE,Unknown,52.4875,13.3305,24.396,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,60290,AS3320,DE,Unknown,52.4175,13.4015,23.0855,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,61309,AS3320,DE,Unknown,52.5415,13.4875,21.109,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-2,7075,AS3320,DE,Unknown,52.5495,13.4205,16.166,AS3356,True,"[AS3320, Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,1006526,AS3320,DE,Unknown,50.7705,12.2385,24.531,AS2914,False,"[AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-3,1007342,AS3320,DE,Unknown,51.0385,11.0095,34.631,AS2914,False,"[Private, AS3320, AS2914, AS49544]",670,99.70238095238096
Ubisoft AS49544,AS3320-3,1008061,AS3320,DE,Unknown,51.6675,12.3505,22.586,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,1008801,AS3320,DE,Unknown,50.8975,12.9175,24.195500000000003,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,11952,AS3320,DE,Unknown,50.9385,11.5595,21.75,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,13314,AS3320,DE,Unknown,50.7695,12.0575,24.172,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,14894,AS3320,DE,Unknown,50.8295,12.9415,19.47,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,15921,AS3320,DE,Unknown,50.8975,12.1985,36.3545,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,16286,AS3320,DE,Unknown,51.0105,11.0015,37.076,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,17250,AS3320,DE,Unknown,50.6775,10.9195,21.527,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,2468,AS3320,DE,Unknown,50.7715,12.0605,25.414,AS2914,True,"[Private, AS3320, AS2914, AS49544]",671,100.0
Ubisoft AS49544,AS3320-3,28296,AS3320,DE,Unknown,51.1705,10.4515,18.66,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,29688,AS3320,DE,Unknown,50.8215,12.9415,21.262,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,29984,AS3320,DE,Unknown,51.2795,12.3715,24.53,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,30958,AS3320,DE,Unknown,50.9015,10.5595,20.747,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,32132,AS3320,DE,Unknown,51.3585,12.3885,22.745,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,32694,AS3320,DE,Unknown,50.8795,12.8415,24.234,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,33461,AS3320,DE,Unknown,51.4675,11.9905,24.067,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,33522,AS3320,DE,Unknown,50.7885,12.9585,21.816,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-3,33524,AS3320,DE,Unknown,51.6895,12.7185,27.2645,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,50800,AS3320,DE,Unknown,50.7975,12.8975,21.023,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,51191,AS3320,DE,Unknown,51.3175,12.3715,21.716,AS2914,False,"[Private, AS3320, AS2914, AS49544]",666,99.40298507462688
Ubisoft AS49544,AS3320-3,51403,AS3320,DE,Unknown,51.5285,11.3075,22.3515,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,53056,AS3320,DE,Unknown,52.1105,12.4595,29.922,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-3,53254,AS3320,DE,Unknown,50.8395,12.9495,21.133,AS2914,True,"[Private, AS3320, AS2914, AS49544]",670,100.0
Ubisoft AS49544,AS3320-3,55331,AS3320,DE,Unknown,50.9775,11.0285,24.153,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-3,62387,AS3320,DE,Unknown,50.9005,11.5815,27.4875,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-3,62459,AS3320,DE,Unknown,50.9815,11.0195,43.698,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,1000553,AS3320,DE,Unknown,54.3285,10.1495,16.978,AS1299,False,"[Private, AS3320, AS1299, AS49544]",665,99.10581222056632
Ubisoft AS49544,AS3320-4,1001619,AS3320,DE,Unknown,53.4615,9.9575,25.723,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,1003678,AS3320,DE,Unknown,53.5515,10.0205,13.538,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,1008706,AS3320,DE,Unknown,53.6405,10.0375,15.6415,AS1299,True,"[Private, AS3320, AS1299, AS49544]",666,100.0
Ubisoft AS49544,AS3320-4,1009127,AS3320,DE,Unknown,53.5905,9.9985,24.933,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,10250,AS3320,DE,Unknown,53.4875,9.9895,18.6555,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,1326,AS3320,DE,Unknown,53.7405,10.0685,23.735,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,15024,AS3320,DE,Unknown,53.5595,9.9285,11.921,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,18956,AS3320,DE,Unknown,53.4905,9.9895,18.957,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,23368,AS3320,DE,Unknown,54.2415,9.6605,19.691000000000003,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,27321,AS3320,DE,Unknown,53.6175,9.9085,12.935,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,28762,AS3320,DE,Unknown,53.4885,10.1605,15.259,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,29204,AS3320,DE,Unknown,53.2995,10.5675,17.442,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,29704,AS3320,DE,Unknown,53.5795,9.9575,18.458,AS1299,True,"[Private, AS3320, AS1299, AS49544]",525,100.0
Ubisoft AS49544,AS3320-4,33518,AS3320,DE,Unknown,53.5515,9.9775,12.465,AS1299,False,"[Private, AS3320, AS1299, AS49544]",668,99.40476190476193
Ubisoft AS49544,AS3320-4,53186,AS3320,DE,Unknown,53.6005,9.4915,25.4075,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,53746,AS3320,DE,Unknown,53.5805,9.7595,18.779,AS1299,True,"[Private, AS3320, AS1299, AS49544]",414,100.0
Ubisoft AS49544,AS3320-4,60481,AS3320,DE,Unknown,53.4575,10.2015,19.8915,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,61776,AS3320,DE,Unknown,53.9305,9.5105,23.407,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,62031,AS3320,DE,Unknown,53.5475,9.9885,42.2315,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-4,62539,AS3320,DE,Unknown,53.5915,9.7085,15.6185,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-5,1004591,AS3320,DE,Unknown,49.2275,6.9715,19.9165,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-5,1008016,AS3320,DE,Unknown,49.4705,7.1475,14.961,AS2914,False,"[Private, AS3320, AS2914, AS49544]",669,99.55357142857144
Ubisoft AS49544,AS3320-5,1008047,AS3320,DE,Unknown,49.4805,7.1595,16.442500000000003,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-5,18089,AS3320,DE,Unknown,49.5215,6.4215,19.63,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
