Target,Group ID,Probe ID,Probe AS,Country,City,Latitude,Longitude,Median RTT (ms),Neighbor AS,Path Stable,AS Path,Path Count,Path Percentage
Ubisoft AS49544,AS3215-3,21369,AS3215,FR,Unknown,46.9815,-0.2495,22.672,AS174,False,"[Private, Unknown, AS174, AS49544]",638,94.9404761904762
Ubisoft AS49544,AS3215-3,30440,AS3215,FR,Unknown,47.3775,-1.0305,22.569,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-3,31533,AS3215,FR,Unknown,46.6885,-1.4515,15.707,AS3356,False,"[Private, Unknown, AS3356, AS49544]",653,97.17261904761904
Ubisoft AS49544,AS3215-3,31853,AS3215,FR,Unknown,47.4385,-0.5205,20.226,AS174,False,"[Private, Unknown, AS174, AS49544]",647,96.27976190476193
Ubisoft AS49544,AS3215-3,31886,AS3215,FR,Unknown,47.3605,-0.5185,19.7245,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-3,35457,AS3215,FR,Unknown,47.2105,-1.5405,15.224,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-3,50602,AS3215,FR,Unknown,47.3385,-1.6325,19.203,AS174,False,"[Private, Unknown, AS174, AS49544]",619,95.968992248062
Ubisoft AS49544,AS3215-3,50685,AS3215,FR,Unknown,47.0095,0.0815,21.601,AS174,False,"[Private, Unknown, AS174, AS49544]",616,94.91525423728814
Ubisoft AS49544,AS3215-3,54089,AS3215,FR,Unknown,47.2215,-1.5485,15.279,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-3,55464,AS3215,FR,Unknown,47.2395,-1.3495,19.7295,AS174,False,"[Private, Unknown, AS174, AS49544]",647,96.27976190476193
Ubisoft AS49544,AS3215-3,61720,AS3215,FR,Unknown,47.2475,-1.5315,16.6715,AS3356,False,"[Private, Unknown, AS3356, AS49544]",669,99.85074626865672
Ubisoft AS49544,AS3215-4,1000487,AS3215,FR,Unknown,48.0705,-0.7785,18.6695,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-4,20047,AS3215,FR,Unknown,48.3605,-1.1905,15.703,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-4,29670,AS3215,FR,Unknown,48.3575,-1.4095,18.7245,AS174,False,"[Private, Unknown, AS174, AS49544]",647,96.27976190476193
Ubisoft AS49544,AS3215-4,31939,AS3215,FR,Unknown,48.2615,-1.4015,23.253,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-4,33648,AS3215,FR,Unknown,48.0915,-1.6405,14.8105,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-5,11768,AS3215,FR,Unknown,47.9915,-4.0895,18.734,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-5,12328,AS3215,FR,Unknown,48.0415,-4.4815,31.1005,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-5,15941,AS3215,FR,Unknown,48.3575,-3.7405,21.812,AS174,False,"[Private, Unknown, AS174, AS49544]",647,96.27976190476193
Ubisoft AS49544,AS3215-5,35017,AS3215,FR,Unknown,48.3705,-4.3725,28.552,AS174,True,"[Private, Unknown, AS174, AS49544]",1,100.0
Ubisoft AS49544,AS3215-6,1003275,AS3215,FR,Unknown,49.1795,-0.3195,16.798,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-6,17262,AS3215,FR,Unknown,48.9585,-0.3995,16.668,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-6,53592,AS3215,FR,Unknown,49.1385,-0.3485,17.466,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3215-6,61458,AS3215,FR,Unknown,49.2715,-0.2705,16.623,AS174,False,"[Private, Unknown, AS174, AS49544]",647,96.27976190476193
Ubisoft AS49544,AS3215-7,16801,AS3215,FR,Unknown,45.1875,5.7175,19.409,AS1299,False,"[Private, Unknown, AS1299, AS49544]",656,97.61904761904762
Ubisoft AS49544,AS3215-7,29742,AS3215,FR,Unknown,45.1885,5.7095,18.7205,AS1299,False,"[Private, Unknown, AS1299, AS49544]",657,97.76785714285714
Ubisoft AS49544,AS3215-7,33969,AS3215,FR,Unknown,45.1815,5.7505,19.716,AS174,False,"[Private, Unknown, AS174, AS49544]",639,95.08928571428572
Ubisoft AS49544,AS3215-7,51087,AS3215,FR,Unknown,45.3505,5.5015,21.8635,AS1299,False,"[Private, Unknown, AS1299, AS49544]",657,97.76785714285714
Ubisoft AS49544,AS3215-8,15852,AS3215,FR,Unknown,47.7485,-3.3605,21.661,AS174,False,"[Private, Unknown, AS174, AS49544]",606,95.88607594936708
Ubisoft AS49544,AS3215-8,17360,AS3215,FR,Unknown,48.0275,-2.7895,29.6515,AS174,True,"[Private, Unknown, AS174, AS49544]",277,100.0
Ubisoft AS49544,AS3215-8,52593,AS3215,FR,Unknown,47.6785,-2.7485,18.484,AS3356,True,"[Private, Unknown, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3257-1,137,AS3257,DE,Unknown,50.1205,8.7385,10.843,AS174,False,"[AS3257, AS174, AS49544]",670,99.70238095238096
Ubisoft AS49544,AS3257-1,27782,AS3257,DE,Unknown,50.0985,8.6315,9.732,AS1299,False,"[AS3257, AS1299, AS49544]",670,99.70238095238096
Ubisoft AS49544,AS3320-1,1000196,AS3320,DE,Unknown,49.6905,10.8215,17.333,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1000506,AS3320,DE,Unknown,49.8305,7.8675,13.711,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1000563,AS3320,DE,Unknown,49.7785,7.8905,17.699,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1000637,AS3320,DE,Unknown,49.9505,7.9085,15.207,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1000730,AS3320,DE,Unknown,51.6575,6.4485,19.3115,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1001405,AS3320,DE,Unknown,48.6595,9.0675,19.072,AS2914,True,"[Private, AS3320, AS2914, AS49544]",671,100.0
Ubisoft AS49544,AS3320-1,1002002,AS3320,DE,Unknown,47.8385,11.1475,28.72,AS1299,True,"[Private, AS3320, AS1299, AS49544]",636,100.0
Ubisoft AS49544,AS3320-1,1002063,AS3320,DE,Unknown,51.4385,7.0205,15.667,AS3356,False,"[AS3320, AS3356, AS49544]",670,99.85096870342772
Ubisoft AS49544,AS3320-1,1002075,AS3320,DE,Unknown,50.1095,8.6805,10.666,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1002231,AS3320,DE,Unknown,48.7775,9.1785,21.491,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1002444,AS3320,DE,Unknown,48.1095,11.4895,20.006,AS1299,True,"[AS3320, AS1299, AS49544]",671,100.0
Ubisoft AS49544,AS3320-1,1002512,AS3320,DE,Unknown,48.6985,9.7075,16.459,AS2914,True,"[CGNAT, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1002829,AS3320,DE,Unknown,49.0015,9.3385,13.269,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1003646,AS3320,DE,Unknown,49.4705,11.0895,16.887,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1003647,AS3320,DE,Unknown,51.9505,7.9895,16.224,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1003874,AS3320,DE,Unknown,51.2995,6.8405,10.3275,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1004843,AS3320,DE,Unknown,48.9185,11.8895,21.056,AS1299,True,"[Private, AS3320, AS1299, AS49544]",647,100.0
Ubisoft AS49544,AS3320-1,1004844,AS3320,DE,Unknown,49.1595,11.6295,18.456,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005061,AS3320,DE,Unknown,51.5875,6.2505,25.136,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005398,AS3320,DE,Unknown,49.3015,8.7015,15.286,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005472,AS3320,DE,Unknown,48.7785,12.5105,22.507,AS1299,False,"[Private, AS3320, AS1299, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,1005572,AS3320,DE,Unknown,48.1185,11.6005,26.692,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005615,AS3320,DE,Unknown,51.4595,7.4575,16.215,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005629,AS3320,DE,Unknown,48.9515,9.4285,13.307,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005791,AS3320,DE,Unknown,47.7875,9.8815,22.619,AS2914,True,"[AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005899,AS3320,DE,Unknown,51.4015,7.1915,19.8615,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1005905,AS3320,DE,Unknown,50.3995,8.0775,15.337,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1006381,AS3320,DE,Unknown,49.9175,10.7815,14.399,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1006460,AS3320,DE,Unknown,52.3775,8.9705,19.4115,AS2914,True,"[Private, AS3320, AS2914, AS49544]",670,100.0
Ubisoft AS49544,AS3320-1,1007406,AS3320,DE,Unknown,47.6905,9.5575,15.357,AS2914,True,"[AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1007516,AS3320,DE,Unknown,48.1305,11.5575,21.902,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1007606,AS3320,DE,Unknown,48.0205,10.2075,22.975,AS1299,True,"[Private, AS3320, AS1299, AS49544]",659,100.0
Ubisoft AS49544,AS3320-1,1007858,AS3320,DE,Unknown,48.5315,11.4995,23.6335,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1008073,AS3320,DE,Unknown,51.3985,7.7605,12.897,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1008492,AS3320,DE,Unknown,51.4485,6.7415,14.196,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1008589,AS3320,DE,Unknown,51.5515,7.2115,13.3585,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1008606,AS3320,DE,Unknown,47.5105,11.2775,21.554,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1009092,AS3320,DE,Unknown,48.8885,9.1915,14.4685,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1009257,AS3320,DE,Unknown,50.5705,8.5495,15.005,AS2914,False,"[Private, AS3320, AS2914, AS49544]",669,99.55357142857144
Ubisoft AS49544,AS3320-1,1009330,AS3320,DE,Unknown,51.2075,7.3485,9.6325,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1009584,AS3320,DE,Unknown,51.2695,7.2215,15.6505,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1009770,AS3320,DE,Unknown,49.5275,11.1605,14.1415,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1009948,AS3320,DE,Unknown,50.8015,7.2195,11.668,AS3356,True,"[AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1010170,AS3320,DE,Unknown,50.7775,7.1805,16.769,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1010176,AS3320,DE,Unknown,48.1105,11.4805,20.433,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1010210,AS3320,DE,Unknown,50.7175,7.0275,16.630000000000003,AS3356,False,"[Private, AS3320, AS3356, AS49544]",668,99.70149253731344
Ubisoft AS49544,AS3320-1,1010222,AS3320,DE,Unknown,48.1385,11.5785,24.42,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,10188,AS3320,DE,Unknown,48.7015,9.7115,17.2715,AS2914,True,"[Private, CGNAT, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,10738,AS3320,DE,Unknown,49.7915,9.6185,19.7385,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,10755,AS3320,DE,Unknown,51.9295,7.6795,13.548,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,10826,AS3320,DE,Unknown,50.0005,8.8785,13.4185,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,10864,AS3320,DE,Unknown,49.8595,8.5505,13.572,AS2914,False,"[Private, AS3320, AS2914, AS49544]",668,99.40476190476193
Ubisoft AS49544,AS3320-1,10920,AS3320,DE,Unknown,48.3375,10.4485,39.4645,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,11059,AS3320,DE,Unknown,48.1215,11.6095,27.4955,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,11069,AS3320,DE,Unknown,49.8815,11.0205,18.1825,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,11075,AS3320,DE,Unknown,52.2695,8.8305,20.807,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,11177,AS3320,DE,Unknown,49.0905,11.2205,14.563,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,11974,AS3320,DE,Unknown,50.7195,7.0205,16.639499999999998,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,12092,AS3320,DE,Unknown,47.7085,9.5515,16.576,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,1212,AS3320,DE,Unknown,48.7785,9.1775,14.004,AS2914,False,"[Private, AS3320, AS2914, AS49544]",637,97.69938650306749
Ubisoft AS49544,AS3320-1,12177,AS3320,DE,Unknown,50.9605,9.7605,16.256,AS2914,True,"[AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,12239,AS3320,DE,Unknown,48.7415,9.0885,30.909,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,1313,AS3320,DE,Unknown,50.7885,7.0575,14.127,AS3356,True,"[Private, AS3320, AS3356, AS49544]",670,100.0
Ubisoft AS49544,AS3320-1,1330,AS3320,DE,Unknown,51.2775,7.7785,21.386,AS3356,True,"[Private, AS3320, AS3356, AS49544]",671,100.0
Ubisoft AS49544,AS3320-1,13415,AS3320,DE,Unknown,51.5595,9.8475,22.222,AS2914,False,"[Private, AS3320, AS2914, AS49544]",670,99.70238095238096
Ubisoft AS49544,AS3320-1,13488,AS3320,DE,Unknown,49.3415,11.0115,16.5135,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,13662,AS3320,DE,Unknown,51.6385,8.5105,13.722,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1388,AS3320,DE,Unknown,50.1315,8.9315,15.51,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,14525,AS3320,DE,Unknown,49.8995,11.0285,18.245,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,14529,AS3320,DE,Unknown,48.8615,9.1785,15.023,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,14685,AS3320,DE,Unknown,49.6395,12.0415,18.2395,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,14719,AS3320,DE,Unknown,48.6115,11.7475,28.569000000000003,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,14752,AS3320,DE,Unknown,50.1085,8.6795,20.476,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,1497,AS3320,DE,Unknown,48.9905,8.4815,19.095,AS2914,True,"[Private, AS3320, AS2914, AS49544]",671,100.0
Ubisoft AS49544,AS3320-1,15128,AS3320,DE,Unknown,49.4515,10.9185,16.798,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,15146,AS3320,DE,Unknown,49.4805,8.4695,15.513,AS2914,False,"[Private, AS3320, AS2914, AS49544]",669,99.55357142857144
Ubisoft AS49544,AS3320-1,15637,AS3320,DE,Unknown,50.5505,9.6685,12.93,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,16066,AS3320,DE,Unknown,51.8505,6.6305,13.984,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,16519,AS3320,DE,Unknown,50.1415,8.5575,12.372,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,16665,AS3320,DE,Unknown,51.1895,7.2305,40.036,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,16667,AS3320,DE,Unknown,50.7405,7.2005,18.744,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,16693,AS3320,DE,Unknown,48.5085,11.7015,19.558,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,19615,AS3320,DE,Unknown,50.2195,8.6375,17.324,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,20049,AS3320,DE,Unknown,51.4815,7.0395,11.156,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,20118,AS3320,DE,Unknown,50.1615,8.6275,34.185,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,20250,AS3320,DE,Unknown,49.3675,10.1795,16.4565,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,2089,AS3320,DE,Unknown,51.4915,6.9515,12.5215,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,2097,AS3320,DE,Unknown,48.7205,9.2715,14.833,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,21425,AS3320,DE,Unknown,48.5295,9.0485,26.501,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,2147,AS3320,DE,Unknown,51.8405,6.6495,18.977,AS3356,False,"[Private, AS3320, AS3356, AS49544]",662,99.69879518072288
Ubisoft AS49544,AS3320-1,21674,AS3320,DE,Unknown,49.8095,8.5605,12.742,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,21954,AS3320,DE,Unknown,49.9095,10.3895,18.5865,AS2914,True,"[Private, AS3320, AS2914, AS49544]",656,100.0
Ubisoft AS49544,AS3320-1,21996,AS3320,DE,Unknown,49.9205,8.5715,14.932,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,22098,AS3320,DE,Unknown,51.1415,9.2515,19.016,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,2237,AS3320,DE,Unknown,49.4505,11.0785,14.625,AS2914,True,"[Private, AS3320, AS2914, AS49544]",663,100.0
Ubisoft AS49544,AS3320-1,22427,AS3320,DE,Unknown,50.5305,8.6785,31.453,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,22455,AS3320,DE,Unknown,50.7995,8.7595,22.713,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,22981,AS3320,DE,Unknown,49.4675,10.9915,16.297,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,23363,AS3320,DE,Unknown,48.9985,8.4305,14.6375,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,23970,AS3320,DE,Unknown,51.7375,8.6705,23.844,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,2453,AS3320,DE,Unknown,49.4285,11.1095,18.344,AS2914,False,"[Private, AS3320, AS2914, AS49544]",669,99.55357142857144
Ubisoft AS49544,AS3320-1,24539,AS3320,DE,Unknown,48.7715,9.1685,13.571,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,24748,AS3320,DE,Unknown,48.7915,8.9895,14.867,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,26821,AS3320,DE,Unknown,48.7375,9.2685,15.058,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,26911,AS3320,DE,Unknown,49.7175,8.8375,28.7295,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,27601,AS3320,DE,Unknown,52.1375,8.5575,20.718,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,27606,AS3320,DE,Unknown,47.7805,9.6075,19.9255,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,27668,AS3320,DE,Unknown,50.3815,8.0405,16.17,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,27740,AS3320,DE,Unknown,50.1575,8.4695,12.035,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,2777,AS3320,DE,Unknown,49.2905,10.5605,18.5885,AS2914,True,"[Private, AS3320, AS2914, AS49544]",659,100.0
Ubisoft AS49544,AS3320-1,28287,AS3320,DE,Unknown,48.9505,9.0215,18.74,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,28623,AS3320,DE,Unknown,50.8285,8.2285,16.19,AS2914,False,"[Private, AS3320, AS2914, AS49544]",670,99.70238095238096
Ubisoft AS49544,AS3320-1,28726,AS3320,DE,Unknown,48.2805,11.5585,20.718,AS1299,True,"[Private, AS3320, AS1299, AS49544]",673,100.0
Ubisoft AS49544,AS3320-1,28738,AS3320,DE,Unknown,48.7815,9.1485,13.8435,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29212,AS3320,DE,Unknown,51.5585,9.9275,15.959,AS2914,False,"[Private, AS3320, AS2914, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,29250,AS3320,DE,Unknown,51.6075,7.2195,16.722,AS3356,False,"[Private, AS3320, AS3356, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,29308,AS3320,DE,Unknown,48.6315,9.2275,14.237,AS2914,True,"[Private, AS3320, Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29325,AS3320,DE,Unknown,50.7595,7.3085,13.477,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29376,AS3320,DE,Unknown,52.4505,8.6505,21.3475,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29391,AS3320,DE,Unknown,49.4875,8.4715,14.322,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29393,AS3320,DE,Unknown,51.4585,7.9415,16.217,AS3356,False,"[Private, AS3320, AS3356, AS49544]",665,98.95833333333334
Ubisoft AS49544,AS3320-1,29403,AS3320,DE,Unknown,50.9585,6.1375,13.421,AS3356,False,"[Private, AS3320, AS3356, AS49544]",668,99.40476190476193
Ubisoft AS49544,AS3320-1,29485,AS3320,DE,Unknown,49.3395,11.1715,15.715,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29513,AS3320,DE,Unknown,50.6785,7.2575,25.968,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29572,AS3320,DE,Unknown,49.8785,8.6505,14.908,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29639,AS3320,DE,Unknown,47.7515,11.3685,23.834,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29647,AS3320,DE,Unknown,49.9205,9.0695,19.188,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29703,AS3320,DE,Unknown,48.8485,10.9475,24.237,AS1299,False,"[Private, AS3320, AS1299, AS49544]",671,99.85119047619048
Ubisoft AS49544,AS3320-1,29951,AS3320,DE,Unknown,49.3375,9.1195,15.64,AS2914,True,"[Private, AS3320, AS2914, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,29972,AS3320,DE,Unknown,49.4485,11.0105,17.488,AS1299,True,"[Private, AS3320, Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,3068,AS3320,DE,Unknown,49.4215,12.1405,25.1,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,30717,AS3320,DE,Unknown,49.0105,12.0875,25.3075,AS1299,True,"[Private, AS3320, AS1299, AS49544]",672,100.0
Ubisoft AS49544,AS3320-1,30966,AS3320,DE,Unknown,50.9105,6.1205,10.882,AS3356,True,"[Private, AS3320, AS3356, AS49544]",672,100.0
